Timestamp,Sport,Away,Home,Market,Direction,Movement,Spread Line Home,Spread Line Away,Total Line,Odds (Am),Reason Text,Opening Decimal,Peak Decimal,Current Decimal,MinutesToStart,Actual Winner,Predicted,Prediction Result,Stake Amount,Game Time,American Odds,LowVig Home Odds (Am),LowVig Away Odds (Am),BetOnline Home Odds (Am),BetOnline Away Odds (Am),LowVig Home Decimal,LowVig Away Decimal,Decimal Odds (Current),ImpliedProb,Edge,Bet ID,Tier Code,Tier Label,Blank5,Blank6,ML Direction,Model Probability,Bet Limit,Limit Trend,Min Proba Threshold,Strong Flag (YES/NO),Blank7,Blank8,Bank9,Blank10,Blank11,Blank12,Blank13,Blank14,Blank15,Blank16,KalshiTicker,KalshiSide,KalshiPrice,KalshiTIF,KalshiQty,SentToKalshi,KalshiStatus,KalshiOrderId,KalshiTs,KalshiError
2025-10-04 11:20:49,americanfootball_ncaaf,Army Black Knights,UAB Blazers,Total Over,Over,101 → 101 → -106 (Down),6.5,-6.5,56,-106,Total showed a late reversal. Model 48.1% vs implied 51.5%. Recent movement: 101 → 101 → -106 (Down),2.01,2.01,1.94,39.3,Under,Over,0,0,"Oct 4, 12:00 PM EDT",-106,-233,-233,-233,-233,1.43,1.43,1.94,,,T199AFCFB620-TOT-62FC9D,,,,,Over,0.4814,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:20:50,americanfootball_ncaaf,Kansas State Wildcats,Baylor Bears,H2H Away,Underdog,185 → 185 → 166 (Down),-5.5,5.5,60.5,166,Underdog price suggests value. Reversal after a peak. Model 37.5% vs implied 37.6%. Recent movement: 185 → 185 → 166 (Down),2.85,2.85,2.66,39.3,Baylor Bears,Kansas State Wildcats,0,0,"Oct 4, 12:00 PM EDT",166,-196,170,-196,170,1.51,2.7,2.66,,,T199AFCFB8C7-H2H-21D5D3,,,,,Underdog,0.3753,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:20:50,americanfootball_ncaaf,Kansas State Wildcats,Baylor Bears,Spread Away,Spread Favorite,-115 → -108 → -114 (Down),-5.5,5.5,60.5,-114,Spread moved off the peak. Model 47.2% vs implied 53.2%. Recent movement: -115 → -108 → -114 (Down),1.87,1.93,1.88,39.3,Kansas State Wildcats,Kansas State Wildcats,1,0,"Oct 4, 12:00 PM EDT",-114,-196,170,-196,170,1.51,2.7,1.88,,,T199AFCFBADD-SPR-FC1DF7,,,,,Spread Favorite,0.4723,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:20:54,americanfootball_ncaaf,Kansas State Wildcats,Baylor Bears,Total Over,Over,-111 → -102 → -108 (Down),-5.5,5.5,60.5,-108,Total showed a late reversal. Model 40.5% vs implied 51.8%. Recent movement: -111 → -102 → -108 (Down),1.9,1.98,1.93,39.3,Over,Over,1,0,"Oct 4, 12:00 PM EDT",-108,-196,170,-196,170,1.51,2.7,1.93,,,T199AFCFC999-TOT-8FACA4,,,,,Over,0.4046,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:20:55,americanfootball_ncaaf,Boston College Eagles,Pittsburgh Panthers,H2H Home,Underdog,194 → 212 → 202 (Down),-6.5,6.5,55.5,202,Underdog price suggests value. Reversal after a peak. Model 34.5% vs implied 33.1%. Recent movement: 194 → 212 → 202 (Down),2.94,3.12,3.02,39.3,Pittsburgh Panthers,Pittsburgh Panthers,1,52.97,"Oct 4, 12:00 PM EDT",202,195,195,195,195,2.95,2.95,3.02,,,T199AFCFCC51-H2H-0F3B3F,,,,,Underdog,0.3453,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:20:55,americanfootball_ncaaf,Boston College Eagles,Pittsburgh Panthers,H2H Away,Underdog,194 → 212 → 202 (Down),-6.5,6.5,55.5,202,Underdog price suggests value. Reversal after a peak. Model 34.5% vs implied 33.1%. Recent movement: 194 → 212 → 202 (Down),2.94,3.12,3.02,39.3,Pittsburgh Panthers,Boston College Eagles,0,52.97,"Oct 4, 12:00 PM EDT",202,195,195,195,195,2.95,2.95,3.02,,,T199AFCFCEB1-H2H-3B68AD,,,,,Underdog,0.3453,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:20:56,americanfootball_ncaaf,Boston College Eagles,Pittsburgh Panthers,Total Under,Under,-104 → -104 → -110 (Down),-6.5,6.5,55.5,-110,Total showed a late reversal. Model 37.1% vs implied 52.4%. Recent movement: -104 → -104 → -110 (Down),1.96,1.96,1.91,39.3,Under,Under,1,0,"Oct 4, 12:00 PM EDT",-110,195,195,195,195,2.95,2.95,1.91,,,T199AFCFD0F5-TOT-33A185,,,,,Under,0.3711,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:20:57,americanfootball_ncaaf,Clemson Tigers,North Carolina Tar Heels,Total Under,Under,-101 → 100 → -108 (Down),14,-14,48,-108,Total showed a late reversal. Model 46.3% vs implied 51.8%. Recent movement: -101 → 100 → -108 (Down),1.99,2,1.93,39.3,Push,Under,P,0,"Oct 4, 12:00 PM EDT",-108,-667,-667,-667,-667,1.15,1.15,1.93,,,T199AFCFD431-TOT-CDE1B0,,,,,Under,0.4631,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:21:01,americanfootball_ncaaf,Wisconsin Badgers,Michigan Wolverines,H2H Away,Underdog,597 → 639 → 604 (Down),-17.5,17.5,42.5,604,Underdog price suggests value. Reversal after a peak. Model 27.5% vs implied 14.2%. Recent movement: 597 → 639 → 604 (Down),6.97,7.39,7.04,39.3,Michigan Wolverines,Wisconsin Badgers,0,388.2,"Oct 4, 12:00 PM EDT",604,-833,586,-833,586,1.12,6.86,7.04,,,T199AFCFE31B-H2H-AC69CC,,,,,Underdog,0.2753,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:21:01,americanfootball_ncaaf,Wisconsin Badgers,Michigan Wolverines,Total Under,Under,-101 → 102 → -108 (Down),-17.5,17.5,42.5,-108,Total showed a late reversal. Model 27.9% vs implied 51.8%. Recent movement: -101 → 102 → -108 (Down),1.99,2.02,1.93,39.3,Under,Under,1,0,"Oct 4, 12:00 PM EDT",-108,-833,586,-833,586,1.12,6.86,1.93,,,T199AFCFE5B8-TOT-D695D3,,,,,Under,0.2792,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:21:02,americanfootball_ncaaf,UTSA Roadrunners,Temple Owls,Spread Home,Spread Favorite,-102 → -101 → -106 (Down),6.5,-6.5,58,-106,Spread moved off the peak. Model 50.3% vs implied 51.5%. Recent movement: -102 → -101 → -106 (Down),1.98,1.99,1.94,99.3,Temple Owls,Temple Owls,1,0,"Oct 4, 1:00 PM EDT",-106,200,-238,200,-238,3,1.42,1.94,,,T199AFCFE829-SPR-573CBD,,,,,Spread Favorite,0.5027,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:21:02,americanfootball_ncaaf,Wake Forest Demon Deacons,Virginia Tech Hokies,H2H Home,Favorite,-222 → -213 → -227 (Down),-6,6,51,-227,Reversal after a peak. Model 32.3% vs implied 69.4%. Recent movement: -222 → -213 → -227 (Down),1.45,1.47,1.44,99.3,Wake Forest Demon Deacons,Virginia Tech Hokies,0,0,"Oct 4, 1:00 PM EDT",-227,-233,192,-233,192,1.43,2.92,1.44,,,T199AFCFEA66-H2H-B4BEF9,,,,,Favorite,0.3232,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:21:03,americanfootball_ncaaf,Wake Forest Demon Deacons,Virginia Tech Hokies,Spread Home,Spread Favorite,-105 → 100 → -110 (Down),-6,6,51,-110,Spread moved off the peak. Model 41.6% vs implied 52.4%. Recent movement: -105 → 100 → -110 (Down),1.95,2,1.91,99.3,Wake Forest Demon Deacons,Virginia Tech Hokies,0,0,"Oct 4, 1:00 PM EDT",-110,-233,192,-233,192,1.43,2.92,1.91,,,T199AFCFECBE-SPR-FE1A5B,,,,,Spread Favorite,0.4159,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:21:07,soccer_epl,Liverpool,Chelsea,Total Under,Under,105 → 108 → -119 (Down),0.25,-0.25,3.25,-119,Total showed a late reversal. Model 40.0% vs implied 54.3%. Recent movement: 105 → 108 → -119 (Down),2.05,2.08,1.84,69.3,Under,Under,1,0,"Oct 4, 12:30 PM EDT",-119,188,137,188,137,2.88,2.37,1.84,,,T199AFCFFE0F-TOT-3EEB92,,,,,Under,0.4003,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:21:08,soccer_france_ligue_one,Nantes,Brest,H2H Away,Underdog,323 → 342 → 313 (Down),-0.5,0.5,2.5,313,Underdog price suggests value. Reversal after a peak. Model 34.6% vs implied 24.2%. Recent movement: 323 → 342 → 313 (Down),4.23,4.42,4.13,99.3,Draw,Nantes,0,341.96,"Oct 4, 1:00 PM EDT",313,-104,305,-104,305,1.96,4.05,4.13,,,T199AFD00045-H2H-218C00,,,,,Underdog,0.3458,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:21:09,soccer_france_ligue_one,Nantes,Brest,Spread Away,Spread Favorite,103 → 109 → -108 (Down),-0.5,0.5,2.5,-108,Spread moved off the peak. Model 39.1% vs implied 51.8%. Recent movement: 103 → 109 → -108 (Down),2.03,2.09,1.93,99.3,Nantes,Nantes,1,0,"Oct 4, 1:00 PM EDT",-108,-104,305,-104,305,1.96,4.05,1.93,,,T199AFD00271-SPR-74D2F7,,,,,Spread Favorite,0.3907,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:21:09,soccer_france_ligue_one,Nantes,Brest,Total Under,Under,-104 → 102 → -119 (Down),-0.5,0.5,2.5,-119,Total showed a late reversal. Model 37.8% vs implied 54.3%. Recent movement: -104 → 102 → -119 (Down),1.96,2.02,1.84,99.3,Under,Under,1,0,"Oct 4, 1:00 PM EDT",-119,-104,305,-104,305,1.96,4.05,1.84,,,T199AFD004B6-TOT-E3114C,,,,,Under,0.3778,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:21:10,soccer_germany_bundesliga,Bayern Munich,Eintracht Frankfurt,H2H Away,Favorite,-233 → -233 → -270 (Down),1.5,-1.5,4,-270,Reversal after a peak. Model 42.8% vs implied 73.0%. Recent movement: -233 → -233 → -270 (Down),1.43,1.43,1.37,69.3,Bayern Munich,Bayern Munich,1,0,"Oct 4, 12:30 PM EDT",-270,650,-263,650,-263,7.5,1.38,1.37,,,T199AFD0070A-H2H-4655BB,,,,,Favorite,0.4284,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:21:10,soccer_germany_bundesliga,Bayern Munich,Eintracht Frankfurt,Total Under,Under,100 → 107 → -118 (Down),1.5,-1.5,4,-118,Total showed a late reversal. Model 47.2% vs implied 54.1%. Recent movement: 100 → 107 → -118 (Down),2,2.07,1.85,69.3,Under,Under,1,0,"Oct 4, 12:30 PM EDT",-118,650,-263,650,-263,7.5,1.38,1.85,,,T199AFD008FB-TOT-53C1A7,,,,,Under,0.4721,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:21:11,soccer_italy_serie_a,Cremonese,Inter Milan,Total Over,Over,106 → 106 → -111 (Down),-2,2,3,-111,Total showed a late reversal. Model 30.6% vs implied 52.6%. Recent movement: 106 → 106 → -111 (Down),2.06,2.06,1.9,39.3,Over,Over,1,0,"Oct 4, 12:00 PM EDT",-111,-500,1350,-500,1350,1.2,14.5,1.9,,,T199AFD00AEE-TOT-FDB704,,,,,Over,0.3059,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:26:13,americanfootball_ncaaf,Ohio Bobcats,Ball State Cardinals,H2H Home,Underdog,481 → 492 → 442 (Down),14,-14,51,442,Underdog price suggests value. Reversal after a peak. Model 43.0% vs implied 18.5%. Recent movement: 481 → 492 → 442 (Down),5.81,5.92,5.42,33.8,Ball State Cardinals,Ball State Cardinals,1,753.19,"Oct 4, 12:00 PM EDT",442,446,-588,446,-588,5.46,1.17,5.42,,,T199AFD4A756-H2H-349C28,,,,,Underdog,0.4302,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:26:14,americanfootball_ncaaf,Ohio Bobcats,Ball State Cardinals,Spread Home,Spread Favorite,-110 → -105 → -114 (Down),14,-14,51,-114,Spread moved off the peak. Model 50.3% vs implied 53.2%. Recent movement: -110 → -105 → -114 (Down),1.91,1.95,1.88,33.8,Ball State Cardinals,Ball State Cardinals,1,0,"Oct 4, 12:00 PM EDT",-114,446,-588,446,-588,5.46,1.17,1.88,,,T199AFD4AA93-SPR-F1A777,,,,,Spread Favorite,0.5029,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:26:14,americanfootball_ncaaf,Ohio Bobcats,Ball State Cardinals,Total Over,Over,-102 → 101 → -111 (Down),14,-14,51,-111,Total showed a late reversal. Model 45.6% vs implied 52.6%. Recent movement: -102 → 101 → -111 (Down),1.98,2.01,1.9,33.8,Under,Over,0,0,"Oct 4, 12:00 PM EDT",-111,446,-588,446,-588,5.46,1.17,1.9,,,T199AFD4ACEA-TOT-24FD8C,,,,,Over,0.4563,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:26:15,americanfootball_ncaaf,Iowa State Cyclones,Cincinnati Bearcats,H2H Home,Favorite,-123 → -109 → -120 (Down),-1,1,55.5,-120,Reversal after a peak. Model 31.7% vs implied 54.6%. Recent movement: -123 → -109 → -120 (Down),1.81,1.92,1.83,33.8,Cincinnati Bearcats,Cincinnati Bearcats,1,0,"Oct 4, 12:00 PM EDT",-120,-130,110,-130,110,1.77,2.1,1.83,,,T199AFD4AFEF-H2H-F87909,,,,,Favorite,0.3166,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:26:16,americanfootball_ncaaf,Iowa State Cyclones,Cincinnati Bearcats,Spread Home,Spread Favorite,-118 → -103 → -114 (Down),-1,1,55.5,-114,Spread moved off the peak. Model 32.8% vs implied 53.2%. Recent movement: -118 → -103 → -114 (Down),1.85,1.97,1.88,33.8,Cincinnati Bearcats,Cincinnati Bearcats,1,0,"Oct 4, 12:00 PM EDT",-114,-130,110,-130,110,1.77,2.1,1.88,,,T199AFD4B23B-SPR-63BB5E,,,,,Spread Favorite,0.3275,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:26:16,americanfootball_ncaaf,Clemson Tigers,North Carolina Tar Heels,Total Over,Over,-115 → -108 → -115 (Down),14.5,-14.5,48,-115,Total showed a late reversal. Model 45.6% vs implied 53.5%. Recent movement: -115 → -108 → -115 (Down),1.87,1.93,1.87,33.8,Push,Over,P,0,"Oct 4, 12:00 PM EDT",-115,-667,-667,-667,-667,1.15,1.15,1.87,,,T199AFD4B48A-TOT-81A063,,,,,Over,0.4563,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:26:20,americanfootball_ncaaf,Kentucky Wildcats,Georgia Bulldogs,Total Over,Over,-101 → 100 → -108 (Down),-19.5,19.5,49,-108,Total showed a late reversal. Model 27.7% vs implied 51.8%. Recent movement: -101 → 100 → -108 (Down),1.99,2,1.93,33.8,Push,Over,P,0,"Oct 4, 12:00 PM EDT",-108,-1429,874,-1429,874,1.07,9.74,1.93,,,T199AFD4C421-TOT-B27D84,,,,,Over,0.2769,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:26:21,americanfootball_ncaaf,Illinois Fighting Illini,Purdue Boilermakers,Spread Home,Spread Favorite,-110 → 103 → -104 (Down),8,-8,55.5,-104,Spread moved off the peak. Model 52.4% vs implied 51.0%. Recent movement: -110 → 103 → -104 (Down),1.91,2.03,1.96,33.8,Illinois Fighting Illini,Purdue Boilermakers,0,70.91,"Oct 4, 12:00 PM EDT",-104,-303,-303,-303,-303,1.33,1.33,1.96,,,T199AFD4C63C-SPR-85D310,,,,,Spread Favorite,0.5241,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:26:21,americanfootball_ncaaf,Illinois Fighting Illini,Purdue Boilermakers,Spread Away,Spread Favorite,-110 → 103 → -104 (Down),8,-8,55.5,-104,Spread moved off the peak. Model 52.4% vs implied 51.0%. Recent movement: -110 → 103 → -104 (Down),1.91,2.03,1.96,33.8,Illinois Fighting Illini,Illinois Fighting Illini,1,70.91,"Oct 4, 12:00 PM EDT",-104,-303,-303,-303,-303,1.33,1.33,1.96,,,T199AFD4C8CE-SPR-F2C6BC,,,,,Spread Favorite,0.5241,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:26:22,americanfootball_ncaaf,Wisconsin Badgers,Michigan Wolverines,Spread Away,Spread Favorite,-108 → -101 → -114 (Down),-17.5,17.5,42.5,-114,Spread moved off the peak. Model 31.9% vs implied 53.2%. Recent movement: -108 → -101 → -114 (Down),1.93,1.99,1.88,33.8,Wisconsin Badgers,Wisconsin Badgers,1,0,"Oct 4, 12:00 PM EDT",-114,-833,586,-833,586,1.12,6.86,1.88,,,T199AFD4CB25-SPR-6C912E,,,,,Spread Favorite,0.3186,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:31:27,soccer_germany_bundesliga,Bayern Munich,Eintracht Frankfurt,Spread Home,Spread Favorite,-114 → 107 → -102 (Down),1.5,-1.5,4,-102,Spread moved off the peak. Model 49.0% vs implied 50.5%. Recent movement: -114 → 107 → -102 (Down),1.88,2.07,1.98,58.6,Bayern Munich,Eintracht Frankfurt,0,0,"Oct 4, 12:30 PM EDT",-102,650,-263,650,-263,7.5,1.38,1.98,,,T199AFD971E5-SPR-934BA0,,,,,Spread Favorite,0.4905,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:31:28,soccer_germany_bundesliga,Bayern Munich,Eintracht Frankfurt,Spread Away,Spread Favorite,-114 → 107 → -102 (Down),1.5,-1.5,4,-102,Spread moved off the peak. Model 49.0% vs implied 50.5%. Recent movement: -114 → 107 → -102 (Down),1.88,2.07,1.98,58.6,Bayern Munich,Bayern Munich,1,0,"Oct 4, 12:30 PM EDT",-102,650,-263,650,-263,7.5,1.38,1.98,,,T199AFD974B9-SPR-31C5C7,,,,,Spread Favorite,0.4905,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:31:29,soccer_italy_serie_a,Cremonese,Inter Milan,Total Under,Under,-120 → 100 → -108 (Down),-2,2,3,-108,Total showed a late reversal. Model 30.1% vs implied 51.8%. Recent movement: -120 → 100 → -108 (Down),1.83,2,1.93,28.6,Over,Under,0,0,"Oct 4, 12:00 PM EDT",-108,-526,1600,-526,1600,1.19,17,1.93,,,T199AFD97BDB-TOT-2B7203,,,,,Under,0.3005,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:36:32,americanfootball_ncaaf,Air Force Falcons,Navy Midshipmen,Total Under,Under,-108 → 100 → -114 (Down),-13.5,13.5,51.5,-114,Total showed a late reversal. Model 31.2% vs implied 53.2%. Recent movement: -108 → 100 → -114 (Down),1.93,2,1.88,23.5,Over,Under,0,0,"Oct 4, 12:00 PM EDT",-114,415,415,415,415,5.15,5.15,1.88,,,T199AFDE1891-TOT-58464D,,,,,Under,0.312,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:36:33,americanfootball_ncaaf,Army Black Knights,UAB Blazers,Spread Home,Spread Favorite,102 → 102 → -108 (Down),6.5,-6.5,56,-108,Spread moved off the peak. Model 53.5% vs implied 51.8%. Recent movement: 102 → 102 → -108 (Down),2.02,2.02,1.93,23.5,Army Black Knights,UAB Blazers,0,86.16,"Oct 4, 12:00 PM EDT",-108,-238,-238,-238,-238,1.42,1.42,1.93,,,T199AFDE1BEA-SPR-583654,,,,,Spread Favorite,0.5347,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:36:33,americanfootball_ncaaf,Army Black Knights,UAB Blazers,Spread Away,Spread Favorite,102 → 102 → -108 (Down),6.5,-6.5,56,-108,Spread moved off the peak. Model 53.5% vs implied 51.8%. Recent movement: 102 → 102 → -108 (Down),2.02,2.02,1.93,23.5,Army Black Knights,Army Black Knights,1,86.16,"Oct 4, 12:00 PM EDT",-108,-238,-238,-238,-238,1.42,1.42,1.93,,,T199AFDE1EEA-SPR-AA2B3C,,,,,Spread Favorite,0.5347,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:36:34,americanfootball_ncaaf,Army Black Knights,UAB Blazers,Total Over,Over,101 → 101 → -106 (Down),6.5,-6.5,56,-106,Total showed a late reversal. Model 48.6% vs implied 51.5%. Recent movement: 101 → 101 → -106 (Down),2.01,2.01,1.94,23.5,Under,Over,0,0,"Oct 4, 12:00 PM EDT",-106,-238,-238,-238,-238,1.42,1.42,1.94,,,T199AFDE2174-TOT-1633CB,,,,,Over,0.486,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:36:35,americanfootball_ncaaf,Kansas State Wildcats,Baylor Bears,H2H Away,Underdog,185 → 185 → 167 (Down),-5.5,5.5,60.5,167,Underdog price suggests value. Reversal after a peak. Model 38.4% vs implied 37.5%. Recent movement: 185 → 185 → 167 (Down),2.85,2.85,2.67,23.5,Baylor Bears,Kansas State Wildcats,0,39.23,"Oct 4, 12:00 PM EDT",167,-196,170,-196,170,1.51,2.7,2.67,,,T199AFDE246C-H2H-DBC809,,,,,Underdog,0.3843,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:36:35,americanfootball_ncaaf,Kansas State Wildcats,Baylor Bears,Spread Away,Spread Favorite,-115 → -108 → -114 (Down),-5.5,5.5,60.5,-114,Spread moved off the peak. Model 49.4% vs implied 53.2%. Recent movement: -115 → -108 → -114 (Down),1.87,1.93,1.88,23.5,Kansas State Wildcats,Kansas State Wildcats,1,0,"Oct 4, 12:00 PM EDT",-114,-196,170,-196,170,1.51,2.7,1.88,,,T199AFDE26D5-SPR-72FC46,,,,,Spread Favorite,0.4942,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:36:39,americanfootball_ncaaf,Kansas State Wildcats,Baylor Bears,Total Over,Over,-111 → -102 → -108 (Down),-5.5,5.5,60.5,-108,Total showed a late reversal. Model 41.8% vs implied 51.8%. Recent movement: -111 → -102 → -108 (Down),1.9,1.98,1.93,23.5,Over,Over,1,0,"Oct 4, 12:00 PM EDT",-108,-196,170,-196,170,1.51,2.7,1.93,,,T199AFDE35C3-TOT-79CEA0,,,,,Over,0.4179,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:36:40,americanfootball_ncaaf,Boston College Eagles,Pittsburgh Panthers,Total Under,Under,-104 → -104 → -114 (Down),-6.5,6.5,55.5,-114,Total showed a late reversal. Model 38.0% vs implied 53.2%. Recent movement: -104 → -104 → -114 (Down),1.96,1.96,1.88,23.5,Under,Under,1,0,"Oct 4, 12:00 PM EDT",-114,203,203,203,203,3.03,3.03,1.88,,,T199AFDE3856-TOT-64AE15,,,,,Under,0.3797,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:36:41,americanfootball_ncaaf,Wisconsin Badgers,Michigan Wolverines,H2H Away,Underdog,597 → 639 → 604 (Down),-17.5,17.5,42.5,604,Underdog price suggests value. Reversal after a peak. Model 28.0% vs implied 14.2%. Recent movement: 597 → 639 → 604 (Down),6.97,7.39,7.04,23.5,Michigan Wolverines,Wisconsin Badgers,0,402.55,"Oct 4, 12:00 PM EDT",604,-909,613,-909,613,1.11,7.13,7.04,,,T199AFDE3BD1-H2H-E5F826,,,,,Underdog,0.2802,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:36:41,americanfootball_ncaaf,Wisconsin Badgers,Michigan Wolverines,Total Under,Under,-101 → 102 → -108 (Down),-17.5,17.5,42.5,-108,Total showed a late reversal. Model 28.8% vs implied 51.8%. Recent movement: -101 → 102 → -108 (Down),1.99,2.02,1.93,23.5,Under,Under,1,0,"Oct 4, 12:00 PM EDT",-108,-909,613,-909,613,1.11,7.13,1.93,,,T199AFDE3E42-TOT-AA6D6F,,,,,Under,0.2876,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:36:42,americanfootball_ncaaf,UTSA Roadrunners,Temple Owls,Spread Home,Spread Favorite,-102 → -101 → -106 (Down),6.5,-6.5,58,-106,Spread moved off the peak. Model 50.6% vs implied 51.5%. Recent movement: -102 → -101 → -106 (Down),1.98,1.99,1.94,83.5,Temple Owls,Temple Owls,1,0,"Oct 4, 1:00 PM EDT",-106,200,-238,200,-238,3,1.42,1.94,,,T199AFDE4076-SPR-2C49B8,,,,,Spread Favorite,0.5056,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:36:46,americanfootball_ncaaf,Wake Forest Demon Deacons,Virginia Tech Hokies,H2H Home,Favorite,-222 → -213 → -227 (Down),-6,6,51,-227,Reversal after a peak. Model 35.3% vs implied 69.4%. Recent movement: -222 → -213 → -227 (Down),1.45,1.47,1.44,83.5,Wake Forest Demon Deacons,Virginia Tech Hokies,0,0,"Oct 4, 1:00 PM EDT",-227,-233,192,-233,192,1.43,2.92,1.44,,,T199AFDE4F3F-H2H-5ECDEC,,,,,Favorite,0.3532,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:36:46,americanfootball_ncaaf,Wake Forest Demon Deacons,Virginia Tech Hokies,Spread Home,Spread Favorite,-105 → 100 → -110 (Down),-6,6,51,-110,Spread moved off the peak. Model 46.0% vs implied 52.4%. Recent movement: -105 → 100 → -110 (Down),1.95,2,1.91,83.5,Wake Forest Demon Deacons,Virginia Tech Hokies,0,0,"Oct 4, 1:00 PM EDT",-110,-233,192,-233,192,1.43,2.92,1.91,,,T199AFDE51A6-SPR-2B1075,,,,,Spread Favorite,0.4599,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:36:48,soccer_epl,Liverpool,Chelsea,Total Under,Under,105 → 108 → -119 (Down),0.25,-0.25,3.25,-119,Total showed a late reversal. Model 39.6% vs implied 54.3%. Recent movement: 105 → 108 → -119 (Down),2.05,2.08,1.84,53.5,Under,Under,1,0,"Oct 4, 12:30 PM EDT",-119,188,137,188,137,2.88,2.37,1.84,,,T199AFDE571D-TOT-724E00,,,,,Under,0.3958,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:36:48,soccer_france_ligue_one,Nantes,Brest,H2H Away,Underdog,323 → 342 → 312 (Down),-0.5,0.5,2.5,312,Underdog price suggests value. Reversal after a peak. Model 35.0% vs implied 24.3%. Recent movement: 323 → 342 → 312 (Down),4.23,4.42,4.12,83.5,Draw,Nantes,0,353.19,"Oct 4, 1:00 PM EDT",312,-104,305,-104,305,1.96,4.05,4.12,,,T199AFDE59AA-H2H-409939,,,,,Underdog,0.3497,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
2025-10-04 11:36:49,soccer_france_ligue_one,Nantes,Brest,Spread Away,Spread Favorite,103 → 109 → -108 (Down),-0.5,0.5,2.5,-108,Spread moved off the peak. Model 41.1% vs implied 51.8%. Recent movement: 103 → 109 → -108 (Down),2.03,2.09,1.93,83.5,Nantes,Nantes,1,0,"Oct 4, 1:00 PM EDT",-108,-104,305,-104,305,1.96,4.05,1.93,,,T199AFDE5C2B-SPR-6D9327,,,,,Spread Favorite,0.4106,,flat,0.61,NO,,,,,,,,,,,,,,,,,,,,
